id,mutcd,name,class,speed,lat,lon,first_seen
2.34405E+14,R1-1,STOP,regulatory--stop--g1,,37.61159834,-77.48201527,9/21/2023
2.34405E+14,R1-1,STOP,regulatory--stop--g1,,37.61150839,-77.48213435,9/21/2023
1.40414E+15,R1-1,STOP,regulatory--stop--g1,,37.62245078,-77.48301241,9/27/2023
6.86667E+14,R1-2,YIELD,regulatory--yield--g1,,37.62207146,-77.48389923,9/27/2023
1.39289E+15,R1-1,STOP,regulatory--stop--g1,,37.61568673,-77.48324228,9/21/2023
1.62764E+15,R1-1,STOP,regulatory--stop--g1,,37.61535049,-77.4805469,9/21/2023
1.62764E+15,R1-1,STOP,regulatory--stop--g1,,37.61557288,-77.47648941,9/21/2023
1.62764E+15,R1-1,STOP,regulatory--stop--g1,,37.61544552,-77.47663155,9/21/2023
2.77042E+14,R1-1,STOP,regulatory--stop--g1,,37.61918029,-77.48347325,9/27/2023
6.86237E+14,R1-1,STOP,regulatory--stop--g1,,37.6163082,-77.47660859,9/21/2023
1.34791E+14,R1-1,STOP,regulatory--stop--g1,,37.61588577,-77.48202104,9/21/2023
3.44997E+14,R1-1,STOP,regulatory--stop--g1,,37.61622523,-77.48231856,9/21/2023
1.69449E+14,R1-1,STOP,regulatory--stop--g1,,37.61883313,-77.47569596,9/27/2023
3.4157E+14,R1-2,YIELD,regulatory--yield--g1,,37.61720203,-77.48259273,9/27/2023
